"Post ID","Page ID","Page name",Title,Description,"Duration (secs)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,"Seconds viewed","Average Seconds viewed",Comments,Likes,Shares,"People reached",Impressions,"Reels plays","60-second video views","3-second video views","Other clicks","Photo views","Unique 60-second video views",Engagements,"Engaged users","Overall negative feedback","3-second viewers","Unique negative feedback from users","Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (M)","Views by top audience (F)","Views by country (Saudi Arabia (SA))","Views by country (Bangladesh (BD))","Views by country (India (IN))","Views by country (Pakistan (PK))","Views by country (Nepal (NP))","Views by country (Indonesia (ID))","Views by country (Nigeria (NG))","Views by country (Mexico (MX))","Views by country (Myanmar (MM))","Views by country (Uzbekistan (UZ))","Views by country (Germany (DE))","Views by country (Sierra Leone (SL))","Views by country (Mongolia (MN))","Views by country (Greece (GR))","Views by country (Morocco (MA))","Views by country (Brazil (BR))","Views by country (Colombia (CO))","Views by country (Australia (AU))","Views by country (Italy (IT))","Views by country (Romania (RO))","Views by country (Canada (CA))","Views by country (United Kingdom (GB))","Views by country (Iran (IR))","Views by country (United Arab Emirates (AE))","Views by country (United States (US))","Views by country (Cambodia (KH))","Views by country (Egypt (EG))","Views by country (France (FR))","Views by country (Fiji (FJ))","Views by country (Algeria (DZ))","Views by country (Bhutan (BT))","Views by country (Afghanistan (AF))","Views by country (Qatar (QA))","Views by country (Spain (ES))","Views by country (Portugal (PT))","Views by country (New Zealand (NZ))","Views by country (Mauritius (MU))","Views by country (Malaysia (MY))"
122109032954198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",241,"02/06/2024 05:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02JMomJYTBwYTpuC2HLTyEwfJyz8sgw6sEM1T9vpo9JryTV88h7sbHJX4zanfYf16Wl,0,0,Video,,,,,Lifetime,3393.43,8.22,0,8,0,499,517,,8,173,15,,6,23,22,0,169,0,7,11,18,44,57,32,4,5,2,4,7,7,11,20,24,31,26,22,10,4,0,93,80,,,15,124,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,1,,,,,,,,,,,
122109218990198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",306,"02/06/2024 09:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid024Btet2gFCDJc2VbiZbbbyFDSd4peELMvysEV8SeviGoAiiPFyvvxpCJv51z9admUl,0,0,Video,,,,,Lifetime,258.9,2.98,0,4,0,90,99,,1,15,,,1,4,4,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122109733292198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",136,"02/06/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02v7vdXcNuYCWwk4XxKdMSpKmvF9T9V5jJkoVfFC8GWDjP554tnnkA83QxiRJj8kbDl,0,0,Video,,,,,Lifetime,1444.85,5.51,0,10,1,327,340,,4,85,6,,3,17,14,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122109853892198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",301,"02/07/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02NTmvzvP11zpj4wfcwzpNCWjL6Byda61AActiknqjiUY4fmCxQ1euRr1swmPatdXsl,0,0,Video,,,,,Lifetime,730.9,8.31,0,4,0,70,82,,2,31,1,,2,5,5,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122110771526198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",366,"02/07/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0wc6N2jmFTENdviyheLhfLC2cP4ZouihpJ4F1wo6A7xXpo4rEMFA7ozWvp58QC722l,0,0,Video,,,,,Lifetime,664.52,3.5,0,5,0,220,234,,1,50,4,,1,9,8,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122110964156198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",216,"02/08/2024 03:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02xRbg5gB3rroV7KhTY8ERDLkcCoMPDLM1TsJAH1L81Cv9pYQAZdP6fCiTdUgiFddpl,0,0,Video,,,,,Lifetime,532.63,4.37,0,5,0,122,138,,0,34,2,,0,7,6,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122111727344198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama 
#Khaie 
#FaisalQureshi 
#latestepisode",204,"02/08/2024 21:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02aNkL1Cb4p9AmhemtBwHp31FzfsSecF1cV26hCFFmgZvGx2qNmro1pkgw3zoWuSCnl,0,0,Video,,,,,Lifetime,2528.1,14.12,0,14,0,182,195,,9,91,3,,6,17,15,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122112898358198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",248,"02/09/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0RTkNiEDFBcEr85KC9EYCzzvWHr5rRM5mzXTreMyfvaf64PyFBs5w4U6BvY2MeDLhl,0,0,Video,,,,,Lifetime,2090.95,7.14,0,8,0,380,383,,5,83,3,,5,11,8,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122112903692198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",248,"02/09/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0BXNhkr2MZ5E26TyCgrUTsEJXnnfx6c3qF2rNVZhHrwdXbLAcCZ7kaNkQ7hns5Fhml,0,0,Video,,,,,Lifetime,955.67,4.32,0,4,0,293,304,,2,46,4,,2,8,8,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122113134578198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",304,"02/10/2024 03:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02AACPBvagtdGSAxRyWHqd2dcQR83vTA7gQ1pL4gsPUKWRX75gdszuvPJ4ZuPNt8i9l,0,0,Video,,,,,Lifetime,769.78,10.4,0,4,0,51,62,,2,20,,,2,4,4,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122113212698198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",158,"02/10/2024 05:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02hALjdcepf3kr61yxaDYCEHUuFfJYttzKuhDh1fQvNc6hUknT7cRTDTiuTSpLfXnFl,0,0,Video,,,,,Lifetime,207.38,3.46,0,6,0,61,72,,0,15,3,,0,9,8,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122113332608198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",315,"02/10/2024 07:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid07JJpBJ3C8Wp6FGeJg4XDY5qy63cpvJVxjui3ZM7L1mQrQp4funeGT1rUyuHmnCBcl,0,0,Video,,,,,Lifetime,2966.13,13.12,0,7,0,102,114,,11,75,1,,11,8,8,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122113381946198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",274,"02/10/2024 08:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0pAby8mAbdA5XrgLatQLVAZE7Z1Mwxf6Uwbkn4xKvEyKjydpebMxkwmw8aTXuctRrl,0,0,Video,,,,,Lifetime,847.42,9.02,0,3,0,99,111,,4,36,3,,4,6,6,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122114207456198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",194,"02/10/2024 21:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0Z8nACs7kT978A7GRo4ZrGY7wd9WH9SZ7vgKZ1T9DD1hYiyxxyt4RDAGKicD8YTrLl,0,0,Video,,,,,Lifetime,4218.11,9.25,0,16,0,563,590,,12,196,19,,12,35,32,0,190,0,1,7,27,50,73,36,2,1,0,2,4,18,9,27,23,50,23,28,8,2,0,128,67,5,,21,154,,,,,,,1,,,,,,,,1,,1,4,1,,2,,,1,,,,3,1,1,,,,
122115033344198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",152,"02/11/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0n9CictpsdG5hxmBLwfNbDvFNAnj6NT6X4SUzF75UmP6WwA1kFazPUFvVnPScoyUhl,0,0,Video,,,,,Lifetime,2648.17,11.22,3,5,0,261,273,,8,131,10,,7,18,14,0,123,0,3,5,15,32,53,21,2,3,0,3,2,12,3,20,12,40,12,15,6,2,0,95,35,,,28,97,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1
122115128690198697,247903501729335,HU.co,,"KHAIE
#pakistanidrama
#Khaie
#FaisalQureshi
#latestepisode",277,"02/12/2024 01:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02x6ABwbqAcKZFkTYuxzZXE2oePSXzxxzZNCQdN1TSBXNy72QEV5DroTUfzhci4hDWl,0,0,Video,,,,,Lifetime,1675.19,10.47,0,6,0,129,137,,6,61,4,,6,10,10,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122115151388198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",241,"02/12/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid022fkxxUc7zsTEtQQn4rU3VEMnkequj8KDYEpdrVKtM9A7vt2pSgq3azBjRqvN6F8Bl,0,0,Video,,,,,Lifetime,1301.54,14.15,0,5,0,89,97,,6,37,,,6,5,5,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122115179198198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",206,"02/12/2024 03:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0qU4teogs8JqjqATuNQtgKrUHNcXE3PfhXoWGWYAL5VzFfNTP9TnU85pkvCaf65rZl,0,0,Video,,,,,Lifetime,1561.27,10.77,0,6,0,82,92,,6,56,2,,6,8,8,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122115215132198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",285,"02/12/2024 05:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid08b7hxtPiDwJCaBqg35ocwqf82zD73cX1FKSMhgX5FwVvXf5mD7hcxNoDg33zEUmcl,0,0,Video,,,,,Lifetime,2217.77,10.56,0,7,0,89,102,,6,77,2,,6,9,8,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122115617018198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",238,"02/12/2024 20:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02wFtTJnbgRzwJpfcHZDruZrZ8rdwYH5q6LNe596AQWYuigiy3ft8p6msnvdWtcCb3l,0,0,Video,,,,,Lifetime,4837.3,12.9,0,8,0,428,439,,19,137,11,,19,19,18,0,131,0,10,7,14,27,49,28,2,7,3,3,4,5,9,14,13,30,19,22,6,2,0,83,54,1,1,25,105,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,,,,,,,,
122115698228198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",232,"02/13/2024 01:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02iaaNtDy7imtyzjQSaPTBFaurMaWspY7bL8AxyYgp9akvDtZdhZgx7nTAYYjbxJmyl,0,0,Video,,,,,Lifetime,1475.25,13.06,0,8,0,111,123,,7,52,4,,7,12,11,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122115765920198697,247903501729335,HU.co,,"#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",183,"02/13/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02hcYxwVRqJdsMuEZAtFSVXAPXV2ANRk3PttrD49a4QkCW4AQ383JHrQ7kt8y4AZNcl,0,0,Video,,,,,Lifetime,2854.17,17.95,0,12,0,148,161,,13,60,7,,11,19,17,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116266764198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",216,"02/13/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0rgHoEMd3uay4GUoyVF7WAzSUGHeRzDZyRs3oW7qPtHxhg9f3EMaqznikSZFMVwYZl,0,0,Video,,,,,Lifetime,862.62,10.39,0,4,0,76,89,,3,26,2,,2,6,5,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116279124198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",182,"02/13/2024 23:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02Ec9hwPdFs1Vk3Zfjn1tgS2FPNuNKpFp5isxhvbDJMnZPBeUHRZjcLKmN8QAeEyW6l,0,0,Video,,,,,Lifetime,749.31,9.73,0,8,0,74,88,,3,28,1,,3,9,9,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116329794198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",285,"02/14/2024 01:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0Bg18S6HejRKP4EB9b61ALAFvgYYM6JJSq6EZNSnarZVo56jX2RtURESoNBu4P3jwl,0,0,Video,,,,,Lifetime,933.61,9.62,0,11,0,98,113,,4,33,3,,4,14,13,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116351766198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",293,"02/14/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid06sqxRtygB8jUgJ6dyGaXey7ezkBz3iqiG2jiX2dX4xcHsVH38UvXLnuqJ24f9iuLl,0,0,Video,,,,,Lifetime,784.99,8.92,0,5,0,82,99,,2,36,1,,2,6,6,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116795106198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",68,"02/14/2024 23:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02wj5fdFXZbaAsU7HGG7ajh9eHqBTworkewVDVFK7v1uYhFrxDsYqfLY5fLBHtVnvdl,0,0,Video,,,,,Lifetime,926.89,7.92,0,10,0,128,144,,6,40,4,,6,14,13,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116809038198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",287,"02/15/2024 00:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02X1oohSPMgA25L3R9PkTbp5CVKFZhp6idyu7pLkAV2Qq4zDY6VRfPy4LRnN4EdVxVl,0,0,Video,,,,,Lifetime,799.63,9.52,0,5,0,82,97,,3,35,4,,3,9,9,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116827200198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",63,"02/15/2024 01:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0sobe9YxH5LsP45WuUj7bQi1ca1P4vkwbhVdziXm9btSwSV7yt7HH7vwtpcJXSsCol,0,0,Video,,,,,Lifetime,521.5,6.95,0,5,0,82,95,,0,26,,,0,5,5,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116862978198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",144,"02/15/2024 03:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02uKjFAeV8zrSrYCpq7mMnov2FNhDw114so8ogrcnEF28ZBmYmeLVeQNKJPLsEuiXFl,0,0,Video,,,,,Lifetime,832.06,9.46,0,6,0,88,103,,4,29,1,,3,7,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122116887458198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",229,"02/15/2024 04:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0QaJwyY6J5k2dXbHMtQtAbM45VZxmMo1LFEEfsZhBryidVbUkP8x4CcQhpZr7hnoJl,0,0,Video,,,,,Lifetime,4113.54,17.96,1,15,0,218,236,,14,126,9,,13,25,21,0,107,0,11,7,17,19,45,24,3,8,3,7,0,10,7,17,2,32,13,20,4,3,0,97,29,,,3,121,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,
