"Post ID","Page ID","Page name",Title,Description,"Duration (secs)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,"Seconds viewed","Average Seconds viewed",Comments,Likes,Shares,"People reached",Impressions,"Reels plays","60-second video views","3-second video views","Other clicks","Photo views","Unique 60-second video views",Engagements,"Engaged users","Overall negative feedback","3-second viewers","Unique negative feedback from users","Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (M)","Views by top audience (F)","Views by country (Saudi Arabia (SA))","Views by country (Bangladesh (BD))","Views by country (India (IN))","Views by country (Pakistan (PK))","Views by country (Nepal (NP))","Views by country (Indonesia (ID))","Views by country (Nigeria (NG))","Views by country (Mexico (MX))","Views by country (Myanmar (MM))","Views by country (Uzbekistan (UZ))","Views by country (Germany (DE))","Views by country (Sierra Leone (SL))","Views by country (Mongolia (MN))","Views by country (Greece (GR))","Views by country (Morocco (MA))","Views by country (Brazil (BR))","Views by country (Colombia (CO))","Views by country (Australia (AU))","Views by country (Italy (IT))","Views by country (Romania (RO))","Views by country (Canada (CA))","Views by country (United Kingdom (GB))","Views by country (Iran (IR))","Views by country (United Arab Emirates (AE))","Views by country (United States (US))","Views by country (Cambodia (KH))","Views by country (Egypt (EG))","Views by country (France (FR))","Views by country (Fiji (FJ))","Views by country (Algeria (DZ))","Views by country (Bhutan (BT))","Views by country (Afghanistan (AF))","Views by country (Qatar (QA))","Views by country (Spain (ES))","Views by country (Portugal (PT))","Views by country (New Zealand (NZ))","Views by country (Mauritius (MU))","Views by country (Malaysia (MY))"
122117724548198697,247903501729335,HU.co,,,0,"02/16/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02CiBCtYFJqE5E4G9XosLAq7u11M8yBSYES9SjBhWa6xphwqHLA7sBvABKMbLP3xuBl,0,0,Photo,,,,,Lifetime,,,0,3,0,155,162,,0,0,,,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122117729072198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",259,"02/16/2024 23:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02UjE6yQ8xdguQgEiuFb1mtHCSdMpYq92MEX21XeUxBvQEZKQNMfgb9C5G1RKFw5kPl,0,0,Video,,,,,Lifetime,2042.58,22.45,0,9,0,91,104,,6,35,1,,5,10,10,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122117771228198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",256,"02/17/2024 01:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02pS7N2KSS26MWt7axnASPbzYhvNN7zGkxANXvmFJ8Eedb7gLqPGMcWzzJs21zcE28l,0,0,Video,,,,,Lifetime,1183.61,16.67,0,6,0,63,75,,6,23,1,,5,7,7,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122117817314198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",144,"02/17/2024 03:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02fekk4JzfwnUf9YAM9GjMArwkcPbEF9bC2DssQjeRPTz9WzqGfGRyhNzJTrGw1kEJl,0,0,Video,,,,,Lifetime,2099.61,17.79,0,7,0,113,124,,12,58,2,,12,9,9,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122117868806198697,247903501729335,HU.co,,"KHAIE 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",243,"02/17/2024 05:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid023jMSrnH1bixGwKwbTEH9obf9xbjbzPRBebJSLLniuHdAvKB86bMSeYQMvmfpW21Jl,0,0,Video,,,,,Lifetime,1413.84,11.59,0,9,0,113,126,,6,45,6,,6,15,13,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764309008951914,247903501729335,HU.co,,"#reels #reelsinstagram #instagram #trending #viral #explore #love #instagood #explorepage #tiktok #reelitfeelit #follow #photography #fyp #reel #instadaily #followforfollowback #reelsvideo #likeforlikes #like #fashion #memes #foryou #reelkarofeelkaro #music #o #insta #instagramreels #keepgoing",51,"02/17/2024 21:02",N/A,https://www.facebook.com/reel/764309008951914/,0,0,"FB reel",,,,,Lifetime,468.57,4.73,0,4,0,119,128,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410418471496367,247903501729335,HU.co,,"#reels #reelsinstagram #instagram #trending #viral #explore #love #instagood #explorepage #tiktok #reelitfeelit #follow #photography #fyp #reel #instadaily #followforfollowback #reelsvideo #likeforlikes #like #fashion #memes #foryou #reelkarofeelkaro #music #o #insta #instagramreels #keepgoing",58,"02/17/2024 22:02",N/A,https://www.facebook.com/reel/410418471496367/,0,0,"FB reel",,,,,Lifetime,471.33,5.12,0,5,0,108,116,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119154540198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",241,"02/19/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0EmmCXgagq7YWSj77cdwSYQtvntsp8swSq6imB55Mo2iFzQw8uTRBsjfmRMxpiFGAl,0,0,Video,,,,,Lifetime,2075.88,16.88,0,8,0,60,70,,6,60,3,,5,11,10,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119217888198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",284,"02/20/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02KycohQ8Va8d5FYGWoTPhA7QK423yiD1UWyy961mbbNv1mKHos9x3EjLSK8HWmV6el,0,0,Video,,,,,Lifetime,522.26,6.78,0,6,0,66,76,,2,26,1,,2,7,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119397144198697,247903501729335,HU.co,,"#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",95,"02/20/2024 09:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0fGFxfnRG8fcQykTnvxVCkg9jR22hyVg7n5f13M3tzCrd6bbK7cZ4qVbp75m5QmyPl,0,0,Video,,,,,Lifetime,2093.93,14.85,0,5,1,151,161,,15,71,5,,12,11,11,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119595864198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",218,"02/20/2024 23:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02G51NNs49CkUHzEV8WdTBSDuzxqUrk2jTbpJe9qx5Uhfz585CPGS5NMCPLSHnmoTcl,0,0,Video,,,,,Lifetime,1998.41,16.79,0,6,0,82,93,,8,60,1,,7,7,7,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119659752198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",213,"02/21/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0w7v9GT3Pw4d4JL4joVYhTNtbrk122JvQuHdXkj75XoPgNYWd2Pd9V1Tj9uXohit1l,0,0,Video,,,,,Lifetime,520.7,7.55,0,5,0,65,77,,1,28,5,,1,10,5,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121334892393290,247903501729335,HU.co,,"#reels #reelsinsta#reelsinstagramreels #reelsvideoシ #Instagram #trendingsongs",28,"02/21/2024 05:02",N/A,https://www.facebook.com/reel/1121334892393290/,0,0,"FB reel",,,,,Lifetime,1050.42,6.52,6,5,0,167,182,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119822622198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",178,"02/21/2024 07:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02k4rPJLD58c1EVBuPukHqPRpkPXkhLMx6uu8rhGZG3LsfkBPqmGztMBMc9S4q9EQNl,0,0,Video,,,,,Lifetime,937.3,12.5,0,5,0,77,92,,4,30,,,2,5,5,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122119862072198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",286,"02/21/2024 10:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02Gsy6RFELF2ekzhoTpQCmJLT2zWw4gNngRRATDF7r5WEc3YRAt1HkzXHNqmgCm6inl,0,0,Video,,,,,Lifetime,243.4,4.77,0,3,0,47,62,,1,16,1,,1,4,4,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122120047550198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",286,"02/21/2024 21:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0bYnaxggpcpgbwMjtWD8GxGM8ic8STHUXgGruJ27Q1sSdCkASpQbkjj2BRBrXBn24l,0,0,Video,,,,,Lifetime,2121.33,10.4,0,5,0,44,59,,5,92,,,5,5,5,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122120071670198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",155,"02/21/2024 23:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid031WhiSpJLYnppboRo1Mugcz3CRTsn6tTtdxTDrmjr3UyX6cxNMea7JiTyAvBedJoel,0,0,Video,,,,,Lifetime,1207.47,13.88,0,3,0,92,106,,6,29,4,,6,7,7,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122120206556198697,247903501729335,HU.co,,"ISHQ MURSHID 
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",124,"02/22/2024 06:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02twtS3MBKAKKGEFk98nDRjSA1gB4UNx8LskkZ5n2qpXzghdFgtjmKiTYDVh2yUYojl,0,0,Video,,,,,Lifetime,1295.41,10.98,0,5,0,113,128,,7,40,4,,6,9,9,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122120261162198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",221,"02/22/2024 10:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid05SJJarc5yRwSqMfBDy2Z1a7L89pSnJ5BywTTV2DmxwXFSb8dVQXfeXsvMYwYmT1Ql,0,0,Video,,,,,Lifetime,468.78,5.21,0,3,0,93,110,,1,16,1,,1,4,4,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369841879992202,247903501729335,HU.co,,"#reelitfeelit #tiktok #trending #explore #instagood #follow #reelsvideo #fyp #followforfollowback #reelsinstagram #reel #reelsinsta #Instagram #reelsvideoシ #reelsinstagramreels #reels",6,"02/23/2024 22:02",N/A,https://www.facebook.com/reel/3369841879992202/,0,0,"FB reel",,,,,Lifetime,510.49,3.27,0,4,0,165,181,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122121091562198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",224,"02/24/2024 06:02",auto,https://www.facebook.com/hu.4113/posts/pfbid0rGowvnMWJs5jWoJW6nbcuHei1wihWxnndv6RaurtMVb4mF6hZRaamZ3pCYooBc2wl,0,0,Video,,,,,Lifetime,2761.87,11.7,0,11,0,245,267,,10,91,9,,10,20,15,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122121363536198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",212,"02/24/2024 22:02",auto,https://www.facebook.com/hu.4113/posts/pfbid02nUKAaNeNVqcVWPKuJc9KRp2KTGDByhQzvzAVgDQyJjMfXZ4aD1HEFfNQVmNpd8xxl,0,0,Video,,,,,Lifetime,990.49,6.19,0,8,0,179,198,,4,46,4,,4,12,10,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122121516380198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",198,"02/25/2024 05:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02sJYfRBexrYsEXt8u9dJED6eCBhYz59tTGRJidDoZ7o6hQywGSYeL8yNMqya6dxYpl,0,0,Video,,,,,Lifetime,2335.06,9.53,0,15,3,256,278,,6,103,11,,5,29,24,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122121560762198697,247903501729335,HU.co,,"ISHQ MURSHID 
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",61,"02/25/2024 07:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid031ojsbfgHDNkCUAqqhvYrETEJkn88sZZ5jFgFz4b9y9qhvf5SBVC4ZBP5tRqUss24l,0,0,Video,,,,,Lifetime,4118.4,8.56,0,23,0,533,542,,11,246,22,,11,45,39,0,234,0,4,28,26,44,90,52,2,3,1,18,10,19,7,39,5,77,13,41,11,2,0,199,47,1,1,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122122732586198697,247903501729335,HU.co,,"ISHQ MURSHID 
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",272,"02/27/2024 23:02",auto,https://www.facebook.com/hu.4113/posts/pfbid0ttHTstAuxXjKykovK3zPA3wha9ps7Aw2tXmcyMJgvqyyQ9zaKVhm92s3KHu37eBWl,0,0,Video,,,,,Lifetime,4141.25,11.16,0,21,0,384,406,,13,145,15,,12,36,33,0,136,0,10,11,15,19,43,44,3,7,3,8,3,7,8,15,4,39,4,35,9,3,0,114,31,1,2,4,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
122122863950198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",140,"02/28/2024 06:02",auto,https://www.facebook.com/hu.4113/posts/pfbid0rvvZ6H7kUD8zyKZ7pLXqqVX48nCcYsKekYtTZf4e2pcXna3o7sQnWkFy6vM6EvwQl,0,0,Video,,,,,Lifetime,5983.89,11.53,0,35,1,539,560,,26,228,19,,25,55,48,0,219,0,14,20,21,33,71,64,5,9,5,12,8,17,4,23,10,58,13,51,13,4,1,174,54,1,5,6,213,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,
