"Post ID","Page ID","Page name",Title,Description,"Duration (secs)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,"Seconds viewed","Average Seconds viewed",Comments,Likes,Shares,"People reached",Impressions,"Reels plays","60-second video views","3-second video views","Other clicks","Photo views","Unique 60-second video views",Engagements,"Engaged users","Overall negative feedback","3-second viewers","Unique negative feedback from users","Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (M)","Views by top audience (F)","Views by country (Saudi Arabia (SA))","Views by country (Bangladesh (BD))","Views by country (India (IN))","Views by country (Pakistan (PK))","Views by country (Nepal (NP))","Views by country (Indonesia (ID))","Views by country (Nigeria (NG))","Views by country (Mexico (MX))","Views by country (Myanmar (MM))","Views by country (Uzbekistan (UZ))","Views by country (Germany (DE))","Views by country (Sierra Leone (SL))","Views by country (Mongolia (MN))","Views by country (Greece (GR))","Views by country (Morocco (MA))","Views by country (Brazil (BR))","Views by country (Colombia (CO))","Views by country (Australia (AU))","Views by country (Italy (IT))","Views by country (Romania (RO))","Views by country (Canada (CA))","Views by country (United Kingdom (GB))","Views by country (Iran (IR))","Views by country (United Arab Emirates (AE))","Views by country (United States (US))","Views by country (Cambodia (KH))","Views by country (Egypt (EG))","Views by country (France (FR))","Views by country (Fiji (FJ))","Views by country (Algeria (DZ))","Views by country (Bhutan (BT))","Views by country (Afghanistan (AF))","Views by country (Qatar (QA))","Views by country (Spain (ES))","Views by country (Portugal (PT))","Views by country (New Zealand (NZ))","Views by country (Mauritius (MU))","Views by country (Malaysia (MY))"
122123062562198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",114,"02/28/2024 22:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid0o7tBjKB1HmKrHXD821uE3pRVrsmPcHV7SkRouhJnUKc5NmqzztMR6AbtLFreHASAl,0,0,Video,,,,,Lifetime,1944.22,8.72,0,13,0,227,241,,10,94,7,,10,20,20,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122123121704198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",193,"02/29/2024 02:02",N/A,https://www.facebook.com/hu.4113/posts/pfbid02ih26UBVpVcpgrjgghNTWchBd7xMKWPPN32eAuk7GL4eUwBa32Pcj1f9fYrJ1Kqw6l,0,0,Video,,,,,Lifetime,811.58,5.88,0,6,0,118,134,,3,45,6,,3,12,10,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125410098198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",276,"03/05/2024 22:03",auto,https://www.facebook.com/hu.4113/posts/pfbid09qjxxtvwRxWUbpmKCf2u1QgqFoio2zgrH7M98w9TXeBGPUjeueiyKZhmkwvrw4Mgl,0,0,Video,,,,,Lifetime,3014.59,15.15,0,9,0,207,221,,14,94,14,,14,23,18,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125539398198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",275,"03/06/2024 05:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02xafQrVpLvAGatibwTUxvYtEGgceqPCrpAcYM8kouoeDCsDi86vkC2okSDvVvHBnrl,0,0,Video,,,,,Lifetime,704.47,10.84,0,5,0,64,77,,2,32,,,2,5,5,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125595738198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani",209,"03/06/2024 08:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02SWuTcVxse3BFdqdsA4TUvXUgmqPReAHowLd2shsTGgLcyaPYyhren9MzWYU7wQoXl,0,0,Video,,,,,Lifetime,1653.25,13.66,0,10,0,113,126,,6,62,6,,6,16,15,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125825070198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",127,"03/06/2024 23:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid0jJQTQJa4ZBBoFUyNTvbf7HE8Yhv2hxCBSLtSXYtd4NmDjtTxS4BC6i9wx9Uz7GSPl,0,0,Video,,,,,Lifetime,457.8,7.63,0,5,0,52,63,,2,19,1,,2,6,5,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125949492198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",102,"03/07/2024 06:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid0vMMmeXUFKYKjk58Poy4AiwfaZbdeknkr9Q7Yjc1djqoyNtyuDtR2Mfm7Vc7jqP1bl,0,0,Video,,,,,Lifetime,822.33,7.83,2,6,0,98,111,,5,37,5,,4,13,9,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122125996214198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",246,"03/07/2024 08:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02k4XQaxarBiRqp2DdYeoKK8NmMG8bKXpszQGtZKxk9LmwLhhpVyEzuCp6NqcxZkrtl,0,0,Video,,,,,Lifetime,2126.97,17.43,0,9,0,112,123,,8,56,8,,8,17,13,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122126301386198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",249,"03/08/2024 06:03",auto,https://www.facebook.com/hu.4113/posts/pfbid02RjN6yzErWPUc15B5VsUsCF9aA9sRjpTUvqMwqX9HLq3JHSgu3p4K7Jwnc1UtYnhzl,0,0,Video,,,,,Lifetime,662.76,8.61,0,5,0,81,90,,2,26,4,,2,9,7,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122126336654198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",144,"03/08/2024 08:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02Nr476GM2QeKNQchA3UNPFz1X4rLfKyWQnm6UmuHtyrVnnUa1nYhMd8crDX6JpoaQl,0,0,Video,,,,,Lifetime,758.32,8.43,0,5,0,80,92,,3,30,1,,3,6,5,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425579423261040,247903501729335,HU.co,,"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels",60,"03/09/2024 12:03",auto,https://www.facebook.com/reel/425579423261040/,0,0,"FB reel",,,,,Lifetime,885.25,8.59,0,7,1,100,104,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618458245634704,247903501729335,HU.co,,"Like, Follow & Share.

#reelsvideoシ #reelsviralfb #reels #reelsinstagram #instagramreel #shorts #shortsreels",27,"03/09/2024 21:03",N/A,https://www.facebook.com/reel/1618458245634704/,0,0,"FB reel",,,,,Lifetime,350.23,5.56,0,5,0,52,54,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749233711848396,247903501729335,HU.co,,"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicstatus #islamicreminders",23,"03/10/2024 03:03",N/A,https://www.facebook.com/reel/6749233711848396/,0,0,"FB reel",,,,,Lifetime,410.44,3.28,0,13,0,134,136,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915286233625559,247903501729335,HU.co,,"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",24,"03/10/2024 04:03",N/A,https://www.facebook.com/reel/915286233625559/,0,0,"FB reel",,,,,Lifetime,596.36,6.85,0,6,0,75,82,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248674944978783,247903501729335,HU.co,,"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",25,"03/10/2024 05:03",N/A,https://www.facebook.com/reel/248674944978783/,0,0,"FB reel",,,,,Lifetime,246.68,4.18,0,6,0,52,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554063388469228,247903501729335,HU.co,,"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",24,"03/10/2024 05:03",N/A,https://www.facebook.com/reel/1554063388469228/,0,0,"FB reel",,,,,Lifetime,217.9,6.05,0,4,0,22,25,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072870440682241,247903501729335,HU.co,,"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",10,"03/10/2024 22:03",N/A,https://www.facebook.com/reel/1072870440682241/,0,0,"FB reel",,,,,Lifetime,555.93,4.59,1,8,1,131,136,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391987613584326,247903501729335,HU.co,,"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",31,"03/10/2024 23:03",N/A,https://www.facebook.com/reel/391987613584326/,0,0,"FB reel",,,,,Lifetime,253.47,3.47,0,7,0,73,78,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7428987107160242,247903501729335,HU.co,,"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",20,"03/11/2024 01:03",N/A,https://www.facebook.com/reel/7428987107160242/,0,0,"FB reel",,,,,Lifetime,741.43,5.88,2,6,1,118,123,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127299366198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024",134,"03/11/2024 06:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid0PR36AhB8CqcMXRqCfN2P7Xjpefgps1FoHXYnUtQWgeRW3JxAXayKHggiBnHZwLhXl,0,0,Video,,,,,Lifetime,902.86,13.08,0,6,0,60,69,,3,38,3,,3,9,8,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127332162198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024",157,"03/11/2024 08:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02KYcH2zJ6yVVcKVpts67KwF4vntRkqxcMWLMK5t5S2JgAAhPSKrLhFbkzRSfmF4jKl,0,0,Video,,,,,Lifetime,1731.04,14.8,0,12,0,104,110,,6,48,7,,6,19,13,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127364112198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",52,"03/11/2024 09:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid06MbPPkv71w9CFPT9Tt8KdP8dq5RAd6Zed4RFziy7etdzTJiidB1UQWKrJgTUkwoTl,0,0,Video,,,,,Lifetime,1675.26,13.4,0,6,1,67,74,,0,64,,,0,7,6,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127567788198697,247903501729335,HU.co,,"Ramadan Mubarak to you & your Family ✨🌙.
From HU.co 😊

#post #islamicstatus #RamadanMubarak",0,"03/12/2024 02:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid021YEUi7QSpG8s21iBXccH4AvRqq7R2sf13vd7ruuTVEUq1imYG9AZRR6LZvE82wbbl,0,0,Photo,,,,,Lifetime,,,1,4,0,111,117,,0,0,1,2,0,8,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711041787779143,247903501729335,HU.co,,"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus",16,"03/12/2024 02:03",N/A,https://www.facebook.com/reel/711041787779143/,0,0,"FB reel",,,,,Lifetime,144.01,3.89,1,4,0,29,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127599216198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",207,"03/12/2024 03:03",mixed,https://www.facebook.com/hu.4113/posts/pfbid02B2sSoxn7ezso3JtnvbQALqEa2uGPeTUbXJ9SKWpudL9XboFRAo2f4D3tbmMLzgsil,0,0,Video,,,,,Lifetime,778.11,11.61,0,5,0,44,48,,4,31,1,,4,6,5,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955091885959510,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",34,"03/12/2024 03:03",N/A,https://www.facebook.com/reel/955091885959510/,0,0,"FB reel",,,,,Lifetime,631.9,8.31,0,5,0,85,89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118306459201600,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",22,"03/12/2024 04:03",auto,https://www.facebook.com/reel/1118306459201600/,0,0,"FB reel",,,,,Lifetime,508.5,7.48,1,4,0,80,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786492343395435,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",14,"03/12/2024 06:03",N/A,https://www.facebook.com/reel/786492343395435/,0,0,"FB reel",,,,,Lifetime,200.17,4.45,1,4,0,49,51,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327589526981150,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",27,"03/12/2024 07:03",auto,https://www.facebook.com/reel/327589526981150/,0,0,"FB reel",,,,,Lifetime,521.26,5.79,0,8,0,103,108,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421023207110716,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",23,"03/12/2024 08:03",N/A,https://www.facebook.com/reel/421023207110716/,0,0,"FB reel",,,,,Lifetime,216.59,4.81,0,3,0,49,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127909500198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",261,"03/12/2024 23:03",auto,https://www.facebook.com/hu.4113/posts/pfbid02K22hrEyD2rktBeAYEhz6zm91mBHG4Qt1BASUGZgTZ8rNtD8G3pdnuU9AZ4eRxqval,0,0,Video,,,,,Lifetime,2558.4,18.54,0,8,0,88,92,,10,80,3,,10,11,8,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122127967940198697,247903501729335,HU.co,,"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending",280,"03/13/2024 03:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid02TfJeMiqr66bXNpanqzmRKuT9YDKg9Bo4YTor92h8KnpnvGxnrxtmFoNYGXGN4Rn2l,0,0,Video,,,,,Lifetime,867.74,20.18,1,4,0,36,42,,4,19,,,4,5,4,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122128009136198697,247903501729335,HU.co,,"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024",158,"03/13/2024 05:03",N/A,https://www.facebook.com/hu.4113/posts/pfbid0W9F8vpqsGgztQabAEUAWbqnFGiy19dAYSCWVPQz2YWmZdmBvMWmK8Ho9t9Lzy1Dil,0,0,Video,,,,,Lifetime,225.07,6.43,1,4,0,28,34,,0,16,1,,0,6,5,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728457246022820,247903501729335,HU.co,,"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam",18,"03/13/2024 07:03",auto,https://www.facebook.com/reel/728457246022820/,0,0,"FB reel",,,,,Lifetime,332.84,5.2,1,6,0,69,74,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
