Post ID	Page ID	Page name	Title	Description	Duration (secs)	Publish time	Caption type	Permalink	Is crosspost	Is share	Post type	Languages	Custom labels	Funded content status	Data comment	Date	Engagements	Comments	Likes	Shares	Impressions	Reels plays	People reached	Ad impressions	Seconds viewed	Average Seconds viewed	3-second video views	Total clicks	Other clicks	Photo views	Article daily scroll depth	60-second video views	3-second viewers	Overall negative feedback	Unique negative feedback from users	Article average time spent	Unique 60-second video views	Engaged users	Ad CPM (USD)	Estimated earnings (USD)	"Views by top audience (13-17, M)"	"Views by top audience (13-17, F)"	"Views by top audience (25-34, M)"	"Views by top audience (25-34, F)"	"Views by top audience (18-24, M)"	"Views by top audience (18-24, F)"	"Views by top audience (65+, M)"	"Views by top audience (65+, F)"	"Views by top audience (55-64, M)"	"Views by top audience (55-64, F)"	"Views by top audience (45-54, M)"	"Views by top audience (45-54, F)"	"Views by top audience (35-44, M)"	"Views by top audience (35-44, F)"	Views by top audience (M)	Views by top audience (F)	Views by top audience (65+)	Views by top audience (55-64)	Views by top audience (45-54)	Views by top audience (35-44)	Views by top audience (25-34)	Views by top audience (18-24)	Views by top audience (13-17)	Views by country (Portugal (PT))	Views by country (United Kingdom (GB))	Views by country (Bangladesh (BD))	Views by country (India (IN))	Views by country (Pakistan (PK))	Views by country (Saudi Arabia (SA))	Views by country (New Zealand (NZ))
1.22126E+17	2.47904E+14	HU.co		"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani"	275	3/6/2024 5:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02xdAuBH4MYu7sfCMAiq7aNHkMeuXmV7RW89R3TRerHovQsgdPxc8byJnX5AjhdY2Kl	0	0	Video					Lifetime	5	0	5	0	77		64	0	704.47	10.84	32	0			0	2	29	0	0	0	2	5	0	0																														
1.22126E+17	2.47904E+14	HU.co		"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #mdproductions #durefishansaleem #abdulkhaliqkhan #excitement #masterpaints #bilalabbas #yumnazaidi #wahajali #ayezakhan #humpr #humtvdramas #comingsoon #hibabukhari #sabaqamar #haniaamir #ferozekhan #muneebbutt #minalkhan #ahadrazamir #sajalaly #psu #farhansaeed #terebin #zaranoor #haroonkadwani"	209	3/6/2024 8:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0P1mm27aXRewZzyVPUy5zAwe8e1UFbhHP7zaBCWn1VRUKZTbmA8rZeaoUTFKmQYUFl	0	0	Video					Lifetime	10	0	10	0	126		113	0	1653.25	13.66	62	6	6		0	6	57	0	0	0	6	15	0	0																														
1.22126E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	127	3/6/2024 23:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0jLuwj5p5C7nkUsBbyq8TSrUJgiuWGTYHzALmyT8h4LwP75oe3YGZkG5evUN5UpUvl	0	0	Video					Lifetime	5	0	5	0	63		52	0	457	7.75	19	1	1		0	2	15	0	0	0	2	5	0	0																														
1.22126E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	102	3/7/2024 6:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02ymMSbL4sywpeWRBituBEyeg14fDKzBWd2UFAKZ8fvTbHAn4UF4E726hFLkZ1F22Fl	0	0	Video					Lifetime	8	2	6	0	110		97	0	821.69	7.9	37	5	5		0	5	30	0	0	0	4	9	0	0																														
1.22126E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	246	3/7/2024 8:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02k72tujprpdGmpg8vLZkSKgLWq6MAp1sCNGUJT2UBxrmCrcRi9HGmZ4AXcJ26VHXNl	0	0	Video					Lifetime	9	0	9	0	123		112	0	2126.97	17.43	56	8	8		0	8	51	0	0	0	8	13	0	0																														
1.22126E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	249	3/8/2024 6:03	auto	https://www.facebook.com/hu.4113/posts/pfbid02RmsbJmUs9TiiAGGwLGV4aw23y6nK5CSb5rh4g35rCnwtH75YE5uoUAAMqueVijUbl	0	0	Video					Lifetime	5	0	5	0	88		79	0	625.96	8.46	25	4	4		0	2	24	0	0	0	2	7	0	0																														
1.22126E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	144	3/8/2024 8:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0JrxswEPUNQWyteP6KQuxdYAvJao8okHPHdvaZV8vVBWNBPLTMi1cMrLtYEe6beP6l	0	0	Video					Lifetime	5	0	5	0	92		80	0	758.32	8.43	30	1	1		0	3	23	0	0	0	3	5	0	0																														
4.25579E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels"	60	3/9/2024 12:03	auto	https://www.facebook.com/reel/425579423261040/	0	0	FB reel					Lifetime	8	0	7	1	104	111	100	0	885.25	8.59																																												
1.61846E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsvideo? #reelsviralfb #reels #reelsinstagram #instagramreel #shorts #shortsreels"	27	3/9/2024 21:03	N/A	https://www.facebook.com/reel/1618458245634704/	0	0	FB reel					Lifetime	5	0	5	0	54	68	52	0	350.23	5.56																																												
6.74923E+15	2.47904E+14	HU.co		"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicstatus #islamicreminders"	23	3/10/2024 3:03	N/A	https://www.facebook.com/reel/6749233711848396/	0	0	FB reel					Lifetime	13	0	13	0	136	131	134	0	410.44	3.28																																												
9.15286E+14	2.47904E+14	HU.co		"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	24	3/10/2024 4:03	N/A	https://www.facebook.com/reel/915286233625559/	0	0	FB reel					Lifetime	6	0	6	0	81	101	75	0	593.37	6.9																																												
2.48675E+14	2.47904E+14	HU.co		"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	25	3/10/2024 5:03	N/A	https://www.facebook.com/reel/248674944978783/	0	0	FB reel					Lifetime	6	0	6	0	54	60	52	0	244.71	4.29																																												
1.55406E+15	2.47904E+14	HU.co		"Like, Follow & Share.
#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	24	3/10/2024 5:03	N/A	https://www.facebook.com/reel/1554063388469228/	0	0	FB reel					Lifetime	4	0	4	0	23	36	21	0	157.91	4.64																																												
1.07287E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	10	3/10/2024 22:03	N/A	https://www.facebook.com/reel/1072870440682241/	0	0	FB reel					Lifetime	9	0	8	1	133	146	130	0	527.31	4.39																																												
3.91988E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	31	3/10/2024 23:03	N/A	https://www.facebook.com/reel/391987613584326/	0	0	FB reel					Lifetime	7	0	7	0	76	73	72	0	238.06	3.35																																												
7.42899E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	20	3/11/2024 1:03	N/A	https://www.facebook.com/reel/7428987107160242/	0	0	FB reel					Lifetime	8	1	6	1	121	140	118	0	705.78	5.65																																												
1.22127E+17	2.47904E+14	HU.co		"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024"	134	3/11/2024 6:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02TJzHg9LxhJnfGbdorJj3YV3sLXvqMrCLxjTcF7wZWz2XxsgKzAQNNRjTPFr7p3gnl	0	0	Video					Lifetime	6	0	6	0	67		60	0	902.86	13.08	38	3	3		0	3	35	0	0	0	3	8	0	0																														
1.22127E+17	2.47904E+14	HU.co		"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024"	157	3/11/2024 8:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0FZX3sxLYwVTZP3UiW4xkyMrygame7ihFXoi7cVBZAXc52heNiAnpkLUq2hz37TgYl	0	0	Video					Lifetime	12	0	12	0	110		104	0	1731.04	14.8	48	7	7		0	6	36	0	0	0	6	13	0	0																														
1.22127E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	52	3/11/2024 9:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02AFYauD5wWDbi3Hg8VrqSTMzydWjUfofV8jxV6ioUvnHt8iQjHTaFLB5wrdkaqMdLl	0	0	Video					Lifetime	7	0	6	1	74		67	0	1672.6	13.71	64	0			0	0	51	0	0	0	0	6	0	0																														
1.22128E+17	2.47904E+14	HU.co		"Ramadan Mubarak to you & your Family ???.
From HU.co ??

#post #islamicstatus #RamadanMubarak"	0	3/12/2024 2:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid035SBgDZaHJWeK2zmBqcMyZiqNX1Vbn9CPU2AkBHG4HAFXND5wq1kUwSgrNejU1hmcl	0	0	Photo					Lifetime	5	1	4	0	114		110				0	3	1	2	0	0	0	0	0	0	0	6																																
7.11042E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#reelsviralfb #shorts #reelsinstagram #reels #shortsreels #islamicreminder #islamicstatus"	16	3/12/2024 2:03	N/A	https://www.facebook.com/reel/711041787779143/	0	0	FB reel					Lifetime	4	0	4	0	29	42	28	0	126.99	3.53																																												
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	207	3/12/2024 3:03	mixed	https://www.facebook.com/hu.4113/posts/pfbid07XjkDaPmSbwF9zQzBefoQst1YWqQ65hSDS1rt3X3VVrJPfBfW9nJKduCCdUaR7htl	0	0	Video					Lifetime	5	0	5	0	48		44	0	775.33	11.75	31	1	1		0	4	27	0	0	0	4	5	0	0																														
9.55092E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	34	3/12/2024 3:03	N/A	https://www.facebook.com/reel/955091885959510/	0	0	FB reel					Lifetime	5	0	5	0	87	86	85	0	576.33	7.79																																												
1.11831E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	22	3/12/2024 4:03	auto	https://www.facebook.com/reel/1118306459201600/	0	0	FB reel					Lifetime	4	0	4	0	79	79	78	0	456.52	6.81																																												
7.86492E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	14	3/12/2024 6:03	N/A	https://www.facebook.com/reel/786492343395435/	0	0	FB reel					Lifetime	4	0	4	0	49	48	48	0	184.98	4.2																																												
3.2759E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	27	3/12/2024 7:03	auto	https://www.facebook.com/reel/327589526981150/	0	0	FB reel					Lifetime	7	0	7	0	107	100	103	0	493.83	5.55																																												
4.21023E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	23	3/12/2024 8:03	N/A	https://www.facebook.com/reel/421023207110716/	0	0	FB reel					Lifetime	3	0	3	0	49	49	48	0	192.64	4.38																																												
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	261	3/12/2024 23:03	auto	https://www.facebook.com/hu.4113/posts/pfbid0F2wUhD1ezdmfBvAJv4JjtQxSaXTBH5m3LSC9aAtGUAiqUyQpPkn9bpVUrAHeVThVl	0	0	Video					Lifetime	8	0	8	0	83		79	0	2068.85	25.54	44	3	3		0	8	39	0	0	0	8	8	0	0																														
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	280	3/13/2024 3:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02Thp8gW5rj1uEaJ1x7SRNu1j17nZCNLV1H2P5FFp13aGBZHBejNd5fn7qzyjb86LSl	0	0	Video					Lifetime	5	1	4	0	41		36	0	867.74	20.18	19	0			0	4	17	0	0	0	4	4	0	0																														
1.22128E+17	2.47904E+14	HU.co		"ISHQ MURSHID
#ishqmurshid #humtv #bilalabbaskhan #moomalentertainment #farooqrind #durefishansaleem #excitement  #bilalabbas  #humtvdramas #comingsoon #psu #trending2024"	158	3/13/2024 5:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02a3CLSH1hkufwshtkDCq5tNbmXqQfYuvFvoLDHjN4nEW3cn2CUBgP6yU6duRviknDl	0	0	Video					Lifetime	5	1	4	0	33		28	0	225.07	6.43	16	1	1		0	0	14	0	0	0	0	5	0	0																														
7.28457E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	18	3/13/2024 7:03	auto	https://www.facebook.com/reel/728457246022820/	0	0	FB reel					Lifetime	6	0	6	0	71	72	69	0	297.66	4.88																																												
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	263	3/14/2024 0:03	auto	https://www.facebook.com/hu.4113/posts/pfbid02Kt2iAfbbCZBv5MtvG2zGHKb63egQdpe9GvnoQ9yphu4ANQfDLwZJokPKVi5y6eXl	0	0	Video					Lifetime	8	0	8	0	61		56	0	1132.05	22.64	20	4	4		0	4	19	0	0	0	4	10	0	0																														
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	125	3/14/2024 3:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02K3muN5Czr5pjUMFsrtekLthiVia2CDafNTWYmaxxHj8TeRdEBu9s5muEWbHVUv1ul	0	0	Video					Lifetime	8	0	8	0	88		84	0	1835	23.23	36	7	7		0	10	36	0	0	0	10	12	0	0																														
1.22128E+17	2.47904E+14	HU.co		"KHAIE
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	218	3/14/2024 5:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid02VN8ukVQBPFKPVuyQqgTHUBYT4jzSp7BkjL7vScoWcBpbZNx82PLu49maPqF4wtZMl	0	0	Video					Lifetime	4	0	4	0	52		48	0	760.63	17.69	18	0			0	2	16	0	0	0	2	4	0	0																														
1.22128E+17	2.47904E+14	HU.co		"KHAIE Coming Episode Promo 
#khaie #faysalquraishi #hinabayat #uzmahassan #osamatahir #sabafaisal #noorulhassan #shujaasad #lailawasti #saqlainabbas #geotv #syedwajahathussain #asadqureshi #abdullahkadwani #thskyentertainment #javedjamal #shamylkhan #khalidbutt #geoentertainment #durefishansaleem #harpalgeo #nabeelzuberi #mahnoor #hassannoman #mahenurhaider #durefishan #fuchsiamagazine #fuchsiaepaper #khudaaurmohabbat #trending"	50	3/14/2024 7:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0teqHMKf8py2gvTqysab8H8U4QbCpbU83KoqgcmbHykdKqED3BMzbJVtX35rtZ8ml	0	0	Video					Lifetime	6	0	6	0	88		84	0	1010.87	11.11	34	5	5		0	0	34	0	0	0	0	9	0	0																														
1.06819E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	34	3/14/2024 19:03	N/A	https://www.facebook.com/reel/1068188127590585/	0	0	FB reel					Lifetime	4	0	4	0	32	32	31	0	214.27	7.94																																												
2.58033E+14	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	34	3/14/2024 21:03	N/A	https://www.facebook.com/reel/258032560698207/	0	0	FB reel					Lifetime	3	0	3	0	23	20	21	0	107.46	5.97																																												
1.44731E+15	2.47904E+14	HU.co		#reels #reelsviralfb #reelsinstagram #reelsfyp?fb #shorts #shortreels #trending #quranquotes	15	3/14/2024 23:03	N/A	https://www.facebook.com/reel/1447306326165548/	0	0	FB reel					Lifetime	34	0	33	1	281	238	281	0	778.78	3.57																																												
1.07883E+15	2.47904E+14	HU.co		"Like, Follow & Share.

#islamic #islamdaily #madinah #tawbah  #quranic #DeenDaily #deen #ummah ##quranquotes #quran #islam"	21	3/15/2024 0:03	N/A	https://www.facebook.com/reel/1078827880089031/	0	0	FB reel					Lifetime	5	0	5	0	40	33	39	0	107.19	3.46																																												
1.22129E+17	2.47904E+14	HU.co		"Very Filmy
#humtv #pakistan #dananeer  #BushraAnsari  #pakistanidrama  #pakistanicelebrities 
#humtvdramas #AliSafina  #SalmaHassan"	87	3/15/2024 3:03	N/A	https://www.facebook.com/hu.4113/posts/pfbid0BVQYFnbooaJwD1Cu4CF6B3xDY6CE7cY33nu4HaxrvYhD8JJP1spup5yZNbYSFNYVl	0	0	Video					Lifetime	4	0	4	0	71		69	0	965.69	21.46	20	1	1		0	4	16	0	0	0	4	5	0	0																														
